sample_id,task_instruction,task_instance,response,split_name
1,"Examine the given pictures and instructions, then decide on the next action. You must choose your answer from the Choice List.","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}{image#6}{image#7}{image#8}{image#9}{image#10}{image#11}{image#12}{image#13}{image#14}{image#15}{image#16}{image#17}{image#18}{image#19}{image#20}{image#21}{image#22}{image#23}{image#24}{image#25}{image#26}{image#27}{image#28}{image#29}{image#30}{image#31}{image#32}{image#33}{image#34}{image#35}{image#36}{image#37}{image#38}{image#39}{image#40}{image#41}{image#42}{image#43}{image#44}{image#45}{image#46}{image#47}{image#48}{image#49}{image#50}{image#51}{image#52}{image#53}{image#54}{image#55}{image#56}{image#57}{image#58}{image#59}{image#60}{image#61}{image#62}{image#63}{image#64}{image#65}{image#66}{image#67}{image#68}{image#69}{image#70}{image#71}{image#72}{image#73}This is a navigation video of an agent following instruction: ""Go left through the door."" What is the next action it should take?', 'images_path': array(['left/2763_frame73/2763_frame73_0.jpg',
       'left/2763_frame73/2763_frame73_1.jpg',
       'left/2763_frame73/2763_frame73_2.jpg',
       'left/2763_frame73/2763_frame73_3.jpg',
       'left/2763_frame73/2763_frame73_4.jpg',
       'left/2763_frame73/2763_frame73_5.jpg',
       'left/2763_frame73/2763_frame73_6.jpg',
       'left/2763_frame73/2763_frame73_7.jpg',
       'left/2763_frame73/2763_frame73_8.jpg',
       'left/2763_frame73/2763_frame73_9.jpg',
       'left/2763_frame73/2763_frame73_10.jpg',
       'left/2763_frame73/2763_frame73_11.jpg',
       'left/2763_frame73/2763_frame73_12.jpg',
       'left/2763_frame73/2763_frame73_13.jpg',
       'left/2763_frame73/2763_frame73_14.jpg',
       'left/2763_frame73/2763_frame73_15.jpg',
       'left/2763_frame73/2763_frame73_16.jpg',
       'left/2763_frame73/2763_frame73_17.jpg',
       'left/2763_frame73/2763_frame73_18.jpg',
       'left/2763_frame73/2763_frame73_19.jpg',
       'left/2763_frame73/2763_frame73_20.jpg',
       'left/2763_frame73/2763_frame73_21.jpg',
       'left/2763_frame73/2763_frame73_22.jpg',
       'left/2763_frame73/2763_frame73_23.jpg',
       'left/2763_frame73/2763_frame73_24.jpg',
       'left/2763_frame73/2763_frame73_25.jpg',
       'left/2763_frame73/2763_frame73_26.jpg',
       'left/2763_frame73/2763_frame73_27.jpg',
       'left/2763_frame73/2763_frame73_28.jpg',
       'left/2763_frame73/2763_frame73_29.jpg',
       'left/2763_frame73/2763_frame73_30.jpg',
       'left/2763_frame73/2763_frame73_31.jpg',
       'left/2763_frame73/2763_frame73_32.jpg',
       'left/2763_frame73/2763_frame73_33.jpg',
       'left/2763_frame73/2763_frame73_34.jpg',
       'left/2763_frame73/2763_frame73_35.jpg',
       'left/2763_frame73/2763_frame73_36.jpg',
       'left/2763_frame73/2763_frame73_37.jpg',
       'left/2763_frame73/2763_frame73_38.jpg',
       'left/2763_frame73/2763_frame73_39.jpg',
       'left/2763_frame73/2763_frame73_40.jpg',
       'left/2763_frame73/2763_frame73_41.jpg',
       'left/2763_frame73/2763_frame73_42.jpg',
       'left/2763_frame73/2763_frame73_43.jpg',
       'left/2763_frame73/2763_frame73_44.jpg',
       'left/2763_frame73/2763_frame73_45.jpg',
       'left/2763_frame73/2763_frame73_46.jpg',
       'left/2763_frame73/2763_frame73_47.jpg',
       'left/2763_frame73/2763_frame73_48.jpg',
       'left/2763_frame73/2763_frame73_49.jpg',
       'left/2763_frame73/2763_frame73_50.jpg',
       'left/2763_frame73/2763_frame73_51.jpg',
       'left/2763_frame73/2763_frame73_52.jpg',
       'left/2763_frame73/2763_frame73_53.jpg',
       'left/2763_frame73/2763_frame73_54.jpg',
       'left/2763_frame73/2763_frame73_55.jpg',
       'left/2763_frame73/2763_frame73_56.jpg',
       'left/2763_frame73/2763_frame73_57.jpg',
       'left/2763_frame73/2763_frame73_58.jpg',
       'left/2763_frame73/2763_frame73_59.jpg',
       'left/2763_frame73/2763_frame73_60.jpg',
       'left/2763_frame73/2763_frame73_61.jpg',
       'left/2763_frame73/2763_frame73_62.jpg',
       'left/2763_frame73/2763_frame73_63.jpg',
       'left/2763_frame73/2763_frame73_64.jpg',
       'left/2763_frame73/2763_frame73_65.jpg',
       'left/2763_frame73/2763_frame73_66.jpg',
       'left/2763_frame73/2763_frame73_67.jpg',
       'left/2763_frame73/2763_frame73_68.jpg',
       'left/2763_frame73/2763_frame73_69.jpg',
       'left/2763_frame73/2763_frame73_70.jpg',
       'left/2763_frame73/2763_frame73_71.jpg',
       'left/2763_frame73/2763_frame73_72.jpg'], dtype=object), 'choice_list': array(['Turn left and move forward', 'Stop', 'Move forward',
       'Turn right and move forward'], dtype=object), 'combined_1_images': array(['1-0.jpg'], dtype=object)}",Turn left and move forward,EgocentricNavigation_adv
0,Analyze the anchor image and the candidate images to find the candidate that resembles the anchor the most in visual attributes.,"{'context': 'Image1:{image#1} Image2:{image#2} Image3:{image#3} Image4:{image#4} Image5:{image#5}\nAnchor Image: {image#6}. Choose the answer from the choice list. ', 'images_path': array(['979.jpg', '1228.jpg', '6274.jpg', '863.jpg', '4814.jpg',
       '4817.jpg'], dtype=object), 'choice_list': array(['image1', 'image2', 'image3', 'image4', 'image5'], dtype=object), 'combined_1_images': array(['0.jpg'], dtype=object)}",image5,GPR1200_test
1,Review the anchor image alongside the provided candidate images and select the one that shares the closest visual characteristics with the anchor.,"{'context': 'Image1:{image#1} Image2:{image#2} Image3:{image#3} Image4:{image#4} Image5:{image#5}\nAnchor Image: {image#6}. Choose the answer from the choice list. ', 'images_path': array(['1979.jpg', '4161.jpg', '6821.jpg', '1574.jpg', '1665.jpg',
       '1571.jpg'], dtype=object), 'choice_list': array(['image1', 'image2', 'image3', 'image4', 'image5'], dtype=object), 'combined_1_images': array(['1.jpg'], dtype=object)}",image4,GPR1200_test
0,What transformations must be applied to the source image to achieve the target image?,"{'context': 'Source Image:{image#1} Target Image:{image#2}Instruction:', 'images_path': array(['0.jpg', '1.jpg'], dtype=object), 'choice_list': None, 'combined_1_images': array(['0.jpg'], dtype=object)}",Decrease levels of red Decrease levels of yellow. Change the color of the sky from orange to blue. color the sky blue,IEdit_test
1,What transformations must be applied to the source image to achieve the target image?,"{'context': 'Source Image:{image#1} Target Image:{image#2}Instruction:', 'images_path': array(['2.jpg', '3.jpg'], dtype=object), 'choice_list': None, 'combined_1_images': array(['1.jpg'], dtype=object)}","add text pool party. Add text ""Pool Party. add the text ""pool party",IEdit_test
0,What transformations must be applied to the source image to achieve the target image?,"{'context': 'Source Image:{image#1} Target Image:{image#2}Instruction:', 'images_path': array(['0.jpg', '1.jpg'], dtype=object), 'choice_list': None, 'combined_1_images': array(['0.jpg'], dtype=object)}",Decrease levels of red Decrease levels of yellow. Change the color of the sky from orange to blue. color the sky blue,IEdit_adv
1,What transformations must be applied to the source image to achieve the target image?,"{'context': 'Source Image:{image#1} Target Image:{image#2}Instruction:', 'images_path': array(['2.jpg', '3.jpg'], dtype=object), 'choice_list': None, 'combined_1_images': array(['1.jpg'], dtype=object)}","add text pool party. Add text ""Pool Party. add the text ""pool party",IEdit_adv
0,"Deliver concise, accurate answers to questions prompted by the images","{'context': '\nContext: {image#1} {image#2}\n\nQuestion: What is the special magic Thimphu number in the images?', 'images_path': array(['12000.JPEG', '6706.jpg'], dtype=object), 'choice_list': None, 'combined_1_images': array(['0.jpg'], dtype=object)}",4255900,ImageNeedleInAHaystack_test
1,"Reply to image-related questions with concise, clear information.","{'context': '\nContext: {image#1} {image#2}\n\nQuestion: What is the special magic Sofia number in the images?', 'images_path': array(['12001.jpg', '1888.jpg'], dtype=object), 'choice_list': None, 'combined_1_images': array(['1.jpg'], dtype=object)}",5641213,ImageNeedleInAHaystack_test
0,"Using a corpus of relevant information including visuals, text, tabular data, and a history of Q&A, your assignment is to answer the subsequent query accurately.","{'context': 'Global Table: {table#1} History Context 1: Text: Filming began on August 15, 2016, in Toronto and Hamilton, Ontario, and wrapped on November 6, 2016. Question: where was the Shape of Water filmed? Answer: Toronto. Hamilton, Ontario.  History Context 2: Table: {table#2} Question: What were 2008 founded 2017 League 1 Ontario Season team cities? Answer: London. Toronto (North York). Toronto (Scarborough).  History Context 3: Table: {table#3} Question: Among these cities, which one is that movie filmed in and the team cities of that league? Answer: Toronto (Scarborough). Toronto (North York).  History Context 4: Text: Filming began on August 15, 2016, in Toronto and Hamilton, Ontario, and wrapped on November 6, 2016. Question: where was the movie The Shape of Water made? Answer: Toronto. Hamilton, Ontario.  History Context 5: Table: {table#4} Question: What is the location of both the 2017 Global MX-5 Cup when Robert Stout won? Answer: Speedway, Indiana. Toronto, Ontario.  History Context 6: Table: {table#5} Question: Among these locations,in which one both holds that contest and made that movie? Answer: Toronto, Ontario.  Current Context: {table#6} Question: Who was the winning driver on the date when Robert Stout had the fastest lap in the race calendar and results of that contest? Answer:', 'images_path': array(['0.png', '0.png', '0.png', '0.png', '0.png', '0.png'], dtype=object), 'choice_list': None, 'combined_1_images': array(['0.jpg'], dtype=object)}",Patrick Gallagher,MMCoQA_test
1,"Given a set of relevant data, comprising images, text, tables, as well as prior Q&A interactions, please provide an accurate response to the subsequent query.","{'context': 'Global Table: {table#1} History Context 1: {image#2} Question: What is the TV show with a circular neon sign on the poster? Answer: Shut Eye.  History Context 2: Table: {table#3} Question: What role did he play in this show? Answer: Landlord.  History Context 3: {image#4} Question: What is the TV show with a circular neon sign on the poster? Answer: Shut Eye.  Current Context: {table#5} Question: When did he appear in this show? Answer:', 'images_path': array(['1.png', '2.png', '1.png', '3.png', '1.png'], dtype=object), 'choice_list': None, 'combined_1_images': array(['1.jpg'], dtype=object)}",2017,MMCoQA_test
0,"Using a corpus of relevant information including visuals, text, tabular data, and a history of Q&A, your assignment is to answer the subsequent query accurately.","{'context': 'Global Table: {table#1} History Context 1: Text: Filming began on August 15, 2016, in Toronto and Hamilton, Ontario, and wrapped on November 6, 2016. Question: where was the Shape of Water filmed? Answer: Toronto. Hamilton, Ontario.  History Context 2: Table: {table#2} Question: What were 2008 founded 2017 League 1 Ontario Season team cities? Answer: London. Toronto (North York). Toronto (Scarborough).  History Context 3: Table: {table#3} Question: Among these cities, which one is that movie filmed in and the team cities of that league? Answer: Toronto (Scarborough). Toronto (North York).  History Context 4: Text: Filming began on August 15, 2016, in Toronto and Hamilton, Ontario, and wrapped on November 6, 2016. Question: where was the movie The Shape of Water made? Answer: Toronto. Hamilton, Ontario.  History Context 5: Table: {table#4} Question: What is the location of both the 2017 Global MX-5 Cup when Robert Stout won? Answer: Speedway, Indiana. Toronto, Ontario.  History Context 6: Table: {table#5} Question: Among these locations,in which one both holds that contest and made that movie? Answer: Toronto, Ontario.  Current Context: {table#6} Question: Who was the winning driver on the date when Robert Stout had the fastest lap in the race calendar and results of that contest? Answer:', 'images_path': array(['0.png', '0.png', '0.png', '0.png', '0.png', '0.png'], dtype=object), 'choice_list': None, 'combined_1_images': array(['0.jpg'], dtype=object)}",Patrick Gallagher,MMCoQA_adv
1,"Given a set of relevant data, comprising images, text, tables, as well as prior Q&A interactions, please provide an accurate response to the subsequent query.","{'context': 'Global Table: {table#1} History Context 1: {image#2} Question: What is the TV show with a circular neon sign on the poster? Answer: Shut Eye.  History Context 2: Table: {table#3} Question: What role did he play in this show? Answer: Landlord.  History Context 3: {image#4} Question: What is the TV show with a circular neon sign on the poster? Answer: Shut Eye.  Current Context: {table#5} Question: When did he appear in this show? Answer:', 'images_path': array(['1.png', '2.png', '1.png', '3.png', '1.png'], dtype=object), 'choice_list': None, 'combined_1_images': array(['1.jpg'], dtype=object)}",2017,MMCoQA_adv
0,"Based on the provided images, answer the question related to the moving attribute. You must choose your answer from the Choice List.","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}What color is the object that is stationary?', 'images_path': array(['video_12600/video_12600_0.jpeg', 'video_12600/video_12600_1.jpeg',
       'video_12600/video_12600_2.jpeg', 'video_12600/video_12600_3.jpeg',
       'video_12600/video_12600_4.jpeg'], dtype=object), 'choice_list': array(['gray', 'green', 'yellow', 'blue'], dtype=object), 'combined_1_images': array(['0-0.jpg'], dtype=object)}",gray,MovingAttribute_test
1,Observe the images and reply to the pertinent question about the moving attribute. You must choose your answer from the Choice List.,"{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}What shape is the moving object when the video begins?', 'images_path': array(['video_12996/video_12996_0.jpeg', 'video_12996/video_12996_1.jpeg',
       'video_12996/video_12996_2.jpeg', 'video_12996/video_12996_3.jpeg',
       'video_12996/video_12996_4.jpeg'], dtype=object), 'choice_list': array(['cylinder', 'sphere', 'cube'], dtype=object), 'combined_1_images': array(['1-0.jpg'], dtype=object)}",sphere,MovingAttribute_test
0,"Based on the provided images, answer the question related to the moving attribute. You must choose your answer from the Choice List.","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}What color is the object that is stationary?', 'images_path': array(['video_12600/video_12600_0.jpeg', 'video_12600/video_12600_1.jpeg',
       'video_12600/video_12600_2.jpeg', 'video_12600/video_12600_3.jpeg',
       'video_12600/video_12600_4.jpeg'], dtype=object), 'choice_list': array(['yellow', 'blue', 'gray', 'green'], dtype=object), 'combined_1_images': array(['0-0.jpg'], dtype=object)}",gray,MovingAttribute_adv
1,Observe the images and reply to the pertinent question about the moving attribute. You must choose your answer from the Choice List.,"{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}What shape is the moving object when the video begins?', 'images_path': array(['video_12996/video_12996_0.jpeg', 'video_12996/video_12996_1.jpeg',
       'video_12996/video_12996_2.jpeg', 'video_12996/video_12996_3.jpeg',
       'video_12996/video_12996_4.jpeg'], dtype=object), 'choice_list': array(['cylinder', 'cube', 'sphere'], dtype=object), 'combined_1_images': array(['1-0.jpg'], dtype=object)}",sphere,MovingAttribute_adv
0,Analyze the provided pictures and answer the inquiry related to the moving direction. You must choose your answer from the Choice List.,"{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}What direction is the cyan sphere moving in within the video?', 'images_path': array(['video_14727/video_14727_0.jpeg', 'video_14727/video_14727_1.jpeg',
       'video_14727/video_14727_2.jpeg', 'video_14727/video_14727_3.jpeg',
       'video_14727/video_14727_4.jpeg'], dtype=object), 'choice_list': array(['The object is stationary.', 'Up and to the right.',
       'Down and to the left.', 'Down and to the right.'], dtype=object), 'combined_1_images': array(['0-0.jpg'], dtype=object)}",The object is stationary.,MovingDirection_test
1,Inspect the presented pictures and answer the query relevant to the moving direction. You must choose your answer from the Choice List.,"{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}What direction is the gray cylinder moving in within the video?', 'images_path': array(['video_14366/video_14366_0.jpeg', 'video_14366/video_14366_1.jpeg',
       'video_14366/video_14366_2.jpeg', 'video_14366/video_14366_3.jpeg',
       'video_14366/video_14366_4.jpeg'], dtype=object), 'choice_list': array(['Up and to the right.', 'Up and to the left.',
       'The object is stationary.', 'Down and to the right.'],
      dtype=object), 'combined_1_images': array(['1-0.jpg'], dtype=object)}",Down and to the right.,MovingDirection_test
0,Analyze the provided pictures and answer the inquiry related to the moving direction. You must choose your answer from the Choice List.,"{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}What direction is the cyan sphere moving in within the video?', 'images_path': array(['video_14727/video_14727_0.jpeg', 'video_14727/video_14727_1.jpeg',
       'video_14727/video_14727_2.jpeg', 'video_14727/video_14727_3.jpeg',
       'video_14727/video_14727_4.jpeg'], dtype=object), 'choice_list': array(['The object is stationary.', 'Down and to the right.',
       'Down and to the left.', 'Up and to the right.'], dtype=object), 'combined_1_images': array(['0-0.jpg'], dtype=object)}",The object is stationary.,MovingDirection_adv
1,Inspect the presented pictures and answer the query relevant to the moving direction. You must choose your answer from the Choice List.,"{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}What direction is the gray cylinder moving in within the video?', 'images_path': array(['video_14366/video_14366_0.jpeg', 'video_14366/video_14366_1.jpeg',
       'video_14366/video_14366_2.jpeg', 'video_14366/video_14366_3.jpeg',
       'video_14366/video_14366_4.jpeg'], dtype=object), 'choice_list': array(['Up and to the left.', 'Up and to the right.',
       'The object is stationary.', 'Down and to the right.'],
      dtype=object), 'combined_1_images': array(['1-0.jpg'], dtype=object)}",Down and to the right.,MovingDirection_adv
0,"Based on the data provided, which includes various forms like images, text, and tables, please respond to the following query. You must choose your answer from the Choice List. ","{'context': 'Global Table: {table#1} Context: {image#2} Question: What is the center player holding in his right hand in this photo from the 1984 New Orleans Saints season?', 'images_path': array(['0.png', '1.jpg'], dtype=object), 'choice_list': array(['helmet', 'water bottle', 'football', 'towel'], dtype=object), 'combined_1_images': array(['0.jpg'], dtype=object)}",football,MultiModalQA_test
1,"Given a collection of relevant data, which includes images, text, and tables, your task is to respond accurately to the ensuing question. You must choose your answer from the Choice List. ","{'context': 'Global Table: {table#1} Context: {image#2} Question: How many uniform options from the 1984 Cleveland Browns season include white pants?', 'images_path': array(['2.png', '3.PNG'], dtype=object), 'choice_list': array(['one', 'four', 'three', 'two'], dtype=object), 'combined_1_images': array(['1.jpg'], dtype=object)}",two,MultiModalQA_test
0,"Based on the data provided, which includes various forms like images, text, and tables, please respond to the following query. You must choose your answer from the Choice List. ","{'context': 'Global Table: {table#1} Context: {image#2} Question: What is the center player holding in his right hand in this photo from the 1984 New Orleans Saints season?', 'images_path': array(['0.png', '1.jpg'], dtype=object), 'choice_list': array(['towel', 'football', 'helmet', 'water bottle'], dtype=object), 'combined_1_images': array(['0.jpg'], dtype=object)}",football,MultiModalQA_adv
1,"Given a collection of relevant data, which includes images, text, and tables, your task is to respond accurately to the ensuing question. You must choose your answer from the Choice List. ","{'context': 'Global Table: {table#1} Context: {image#2} Question: How many uniform options from the 1984 Cleveland Browns season include white pants?', 'images_path': array(['2.png', '3.PNG'], dtype=object), 'choice_list': array(['two', 'one', 'four', 'three'], dtype=object), 'combined_1_images': array(['1.jpg'], dtype=object)}",two,MultiModalQA_adv
0,"Given six pictures captured from different angles on a street view car, your duty is to respond accurately to questions about the depicted scene. You must choose your answer from the Choice List. ","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}{image#6}Question: what is the shirt color of the man that is on the crosswalk?', 'images_path': array(['0.jpg', '1.jpg', '2.jpg', '3.jpg', '4.jpg', '5.jpg'], dtype=object), 'choice_list': array(['yellow', 'blue', 'red', 'green'], dtype=object), 'combined_1_images': array(['0.jpg'], dtype=object)}",red,nuscenes_test
1,"Upon receiving six photographs captured from various cameras on a street-view car, your responsibility is to provide accurate responses to questions about the scene. You must choose your answer from the Choice List. ","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}{image#6}Question: what color is big truck?', 'images_path': array(['6.jpg', '7.jpg', '8.jpg', '9.jpg', '10.jpg', '11.jpg'],
      dtype=object), 'choice_list': array(['red', 'green', 'yellow', 'blue'], dtype=object), 'combined_1_images': array(['1.jpg'], dtype=object)}",blue,nuscenes_test
0,"Given six pictures captured from different angles on a street view car, your duty is to respond accurately to questions about the depicted scene. You must choose your answer from the Choice List. ","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}{image#6}Question: what is the shirt color of the man that is on the crosswalk?', 'images_path': array(['0.jpg', '1.jpg', '2.jpg', '3.jpg', '4.jpg', '5.jpg'], dtype=object), 'choice_list': array(['red', 'blue', 'green', 'yellow'], dtype=object), 'combined_1_images': array(['0.jpg'], dtype=object)}",red,nuscenes_adv
1,"Upon receiving six photographs captured from various cameras on a street-view car, your responsibility is to provide accurate responses to questions about the scene. You must choose your answer from the Choice List. ","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}{image#6}Question: what color is big truck?', 'images_path': array(['6.jpg', '7.jpg', '8.jpg', '9.jpg', '10.jpg', '11.jpg'],
      dtype=object), 'choice_list': array(['green', 'red', 'yellow', 'blue'], dtype=object), 'combined_1_images': array(['1.jpg'], dtype=object)}",blue,nuscenes_adv
0,Inspect the presented pictures and answer the query relevant to the presence of object. You must choose your answer from the Choice List.,"{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}Are there any moving green objects when the video ends?', 'images_path': array(['video_13344/video_13344_0.jpeg', 'video_13344/video_13344_1.jpeg',
       'video_13344/video_13344_2.jpeg', 'video_13344/video_13344_3.jpeg',
       'video_13344/video_13344_4.jpeg'], dtype=object), 'choice_list': array(['not sure', 'yes', 'no'], dtype=object), 'combined_1_images': array(['0-0.jpg'], dtype=object)}",yes,ObjectExistence_test
1,Analyze the provided pictures and answer the inquiry related to the existence of object. You must choose your answer from the Choice List.,"{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}Are there any rubber cylinders that exit the scene?', 'images_path': array(['video_13829/video_13829_0.jpeg', 'video_13829/video_13829_1.jpeg',
       'video_13829/video_13829_2.jpeg', 'video_13829/video_13829_3.jpeg',
       'video_13829/video_13829_4.jpeg'], dtype=object), 'choice_list': array(['no', 'not sure', 'yes'], dtype=object), 'combined_1_images': array(['1-0.jpg'], dtype=object)}",yes,ObjectExistence_test
0,Inspect the presented pictures and answer the query relevant to the presence of object. You must choose your answer from the Choice List.,"{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}Are there any moving green objects when the video ends?', 'images_path': array(['video_13344/video_13344_0.jpeg', 'video_13344/video_13344_1.jpeg',
       'video_13344/video_13344_2.jpeg', 'video_13344/video_13344_3.jpeg',
       'video_13344/video_13344_4.jpeg'], dtype=object), 'choice_list': array(['not sure', 'no', 'yes'], dtype=object), 'combined_1_images': array(['0-0.jpg'], dtype=object)}",yes,ObjectExistence_adv
1,Analyze the provided pictures and answer the inquiry related to the existence of object. You must choose your answer from the Choice List.,"{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}Are there any rubber cylinders that exit the scene?', 'images_path': array(['video_13829/video_13829_0.jpeg', 'video_13829/video_13829_1.jpeg',
       'video_13829/video_13829_2.jpeg', 'video_13829/video_13829_3.jpeg',
       'video_13829/video_13829_4.jpeg'], dtype=object), 'choice_list': array(['yes', 'no', 'not sure'], dtype=object), 'combined_1_images': array(['1-0.jpg'], dtype=object)}",yes,ObjectExistence_adv
0,"Based on the provided images, answer the question related to the interaction of objects. You must choose your answer from the Choice List.","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}{image#6}{image#7}{image#8}{image#9}{image#10}{image#11}{image#12}{image#13}{image#14}{image#15}{image#16}{image#17}{image#18}{image#19}Which object was taken by the person?', 'images_path': array(['J84TZ/J84TZ_0.jpeg', 'J84TZ/J84TZ_1.jpeg', 'J84TZ/J84TZ_2.jpeg',
       'J84TZ/J84TZ_3.jpeg', 'J84TZ/J84TZ_4.jpeg', 'J84TZ/J84TZ_5.jpeg',
       'J84TZ/J84TZ_6.jpeg', 'J84TZ/J84TZ_7.jpeg', 'J84TZ/J84TZ_8.jpeg',
       'J84TZ/J84TZ_9.jpeg', 'J84TZ/J84TZ_10.jpeg', 'J84TZ/J84TZ_11.jpeg',
       'J84TZ/J84TZ_12.jpeg', 'J84TZ/J84TZ_13.jpeg',
       'J84TZ/J84TZ_14.jpeg', 'J84TZ/J84TZ_15.jpeg',
       'J84TZ/J84TZ_16.jpeg', 'J84TZ/J84TZ_17.jpeg',
       'J84TZ/J84TZ_18.jpeg'], dtype=object), 'choice_list': array(['The dish.', 'The box.', 'The blanket.', 'The paper/notebook.'],
      dtype=object), 'combined_1_images': array(['0-0.jpg'], dtype=object)}",The blanket.,ObjectInteraction_test
1,Observe the provided pictorials and reply to the question pertinent to the interaction between objects. You must choose your answer from the Choice List.,"{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}{image#6}{image#7}{image#8}{image#9}{image#10}{image#11}{image#12}{image#13}{image#14}{image#15}{image#16}{image#17}{image#18}{image#19}{image#20}{image#21}{image#22}{image#23}{image#24}{image#25}{image#26}{image#27}{image#28}{image#29}{image#30}{image#31}{image#32}Which object was tidied up by the person?', 'images_path': array(['MQGVS/MQGVS_0.jpeg', 'MQGVS/MQGVS_1.jpeg', 'MQGVS/MQGVS_2.jpeg',
       'MQGVS/MQGVS_3.jpeg', 'MQGVS/MQGVS_4.jpeg', 'MQGVS/MQGVS_5.jpeg',
       'MQGVS/MQGVS_6.jpeg', 'MQGVS/MQGVS_7.jpeg', 'MQGVS/MQGVS_8.jpeg',
       'MQGVS/MQGVS_9.jpeg', 'MQGVS/MQGVS_10.jpeg', 'MQGVS/MQGVS_11.jpeg',
       'MQGVS/MQGVS_12.jpeg', 'MQGVS/MQGVS_13.jpeg',
       'MQGVS/MQGVS_14.jpeg', 'MQGVS/MQGVS_15.jpeg',
       'MQGVS/MQGVS_16.jpeg', 'MQGVS/MQGVS_17.jpeg',
       'MQGVS/MQGVS_18.jpeg', 'MQGVS/MQGVS_19.jpeg',
       'MQGVS/MQGVS_20.jpeg', 'MQGVS/MQGVS_21.jpeg',
       'MQGVS/MQGVS_22.jpeg', 'MQGVS/MQGVS_23.jpeg',
       'MQGVS/MQGVS_24.jpeg', 'MQGVS/MQGVS_25.jpeg',
       'MQGVS/MQGVS_26.jpeg', 'MQGVS/MQGVS_27.jpeg',
       'MQGVS/MQGVS_28.jpeg', 'MQGVS/MQGVS_29.jpeg',
       'MQGVS/MQGVS_30.jpeg', 'MQGVS/MQGVS_31.jpeg'], dtype=object), 'choice_list': array(['The broom.', 'The closet/cabinet.', 'The blanket.', 'The table.'],
      dtype=object), 'combined_1_images': array(['1-0.jpg'], dtype=object)}",The blanket.,ObjectInteraction_test
0,"Based on the provided images, answer the question related to the interaction of objects. You must choose your answer from the Choice List.","{'context': '{image#1}{image#2}{image#3}{image#4}{image#5}{image#6}{image#7}{image#8}{image#9}{image#10}{image#11}{image#12}{image#13}{image#14}{image#15}{image#16}{image#17}{image#18}{image#19}Which object was taken by the person?', 'images_path': array(['J84TZ/J84TZ_0.jpeg', 'J84TZ/J84TZ_1.jpeg', 'J84TZ/J84TZ_2.jpeg',
       'J84TZ/J84TZ_3.jpeg', 'J84TZ/J84TZ_4.jpeg', 'J84TZ/J84TZ_5.jpeg',
       'J84TZ/J84TZ_6.jpeg', 'J84TZ/J84TZ_7.jpeg', 'J84TZ/J84TZ_8.jpeg',
       'J84TZ/J84TZ_9.jpeg', 'J84TZ/J84TZ_10.jpeg', 'J84TZ/J84TZ_11.jpeg',
       'J84TZ/J84TZ_12.jpeg', 'J84TZ/J84TZ_13.jpeg',
       'J84TZ/J84TZ_14.jpeg', 'J84TZ/J84TZ_15.jpeg',
       'J84TZ/J84TZ_16.jpeg', 'J84TZ/J84TZ_17.jpeg',
       'J84TZ/J84TZ_18.jpeg'], dtype=object), 'choice_list': array(['The box.', 'The paper/notebook.', 'The blanket.', 'The dish.'],
      dtype=object), 'combined_1_images': array(['0-0.jpg'], dtype=object)}",The blanket.,ObjectInteraction_adv
